id;nombre;apellido;telefono;direccion;edad;SQL
393;Carmelle;Wozencraft;1681450047;Stephen;53;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (393, 'Carmelle', 'Wozencraft', '1681450047', 'Stephen', 53);"
394;Alene;Dagnan;9597659058;Dwight;66;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (394, 'Alene', 'Dagnan', '9597659058', 'Dwight', 66);"
395;Vlad;Sawkin;9133830803;Burning Wood;18;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (395, 'Vlad', 'Sawkin', '9133830803', 'Burning Wood', 18);"
396;Flory;Werndly;3662299833;Continental;35;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (396, 'Flory', 'Werndly', '3662299833', 'Continental', 35);"
397;Kendricks;Gaw;7969274494;Toban;56;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (397, 'Kendricks', 'Gaw', '7969274494', 'Toban', 56);"
398;Ches;Sieghard;5316894812;Crownhardt;32;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (398, 'Ches', 'Sieghard', '5316894812', 'Crownhardt', 32);"
399;Kyla;O  Lone;6505630963;Mitchell;64;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (399, 'Kyla', 'O  Lone', '6505630963', 'Mitchell', 64);"
400;Kelsey;Endacott;6754017214;Charing Cross;18;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (400, 'Kelsey', 'Endacott', '6754017214', 'Charing Cross', 18);"
401;Myrna;Merrikin;2065109290;Bobwhite;20;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (401, 'Myrna', 'Merrikin', '2065109290', 'Bobwhite', 20);"
402;Huberto;Falconer;4854841309;Nancy;46;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (402, 'Huberto', 'Falconer', '4854841309', 'Nancy', 46);"
403;Nissie;Meenehan;4452804659;Springs;28;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (403, 'Nissie', 'Meenehan', '4452804659', 'Springs', 28);"
404;Boy;Gaywood;9159516310;Di Loreto;45;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (404, 'Boy', 'Gaywood', '9159516310', 'Di Loreto', 45);"
405;Charles;Ropkes;8126279930;Dixon;46;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (405, 'Charles', 'Ropkes', '8126279930', 'Dixon', 46);"
406;Dawn;Balasini;3982563350;Pierstorff;60;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (406, 'Dawn', 'Balasini', '3982563350', 'Pierstorff', 60);"
407;Lauraine;O Caherny;7139684781;Pierstorff;40;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (407, 'Lauraine', 'O Caherny', '7139684781', 'Pierstorff', 40);"
408;Rasla;Crosland;2552314815;Sachtjen;38;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (408, 'Rasla', 'Crosland', '2552314815', 'Sachtjen', 38);"
409;Judi;Donnan;6949952631;2nd;50;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (409, 'Judi', 'Donnan', '6949952631', '2nd', 50);"
410;Ginny;Shuttell;3668065027;Graedel;31;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (410, 'Ginny', 'Shuttell', '3668065027', 'Graedel', 31);"
411;Griffin;Durnall;9621684912;Namekagon;36;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (411, 'Griffin', 'Durnall', '9621684912', 'Namekagon', 36);"
412;Sofie;Haythorn;5711706103;Marquette;60;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (412, 'Sofie', 'Haythorn', '5711706103', 'Marquette', 60);"
413;Janet;Theakston;3614721484;Schmedeman;33;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (413, 'Janet', 'Theakston', '3614721484', 'Schmedeman', 33);"
414;Lyndsie;Stobbe;7194127080;Ryan;61;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (414, 'Lyndsie', 'Stobbe', '7194127080', 'Ryan', 61);"
415;Benny;Sneddon;9444580041;Stephen;69;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (415, 'Benny', 'Sneddon', '9444580041', 'Stephen', 69);"
416;Lynna;Hanwell;2804171876;Declaration;69;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (416, 'Lynna', 'Hanwell', '2804171876', 'Declaration', 69);"
417;Rudd;Trouncer;6723558188;Golf Course;69;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (417, 'Rudd', 'Trouncer', '6723558188', 'Golf Course', 69);"
418;Carlota;Tinan;9335762715;Dwight;32;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (418, 'Carlota', 'Tinan', '9335762715', 'Dwight', 32);"
419;Liesa;Hesbrook;2253513106;Caliangt;68;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (419, 'Liesa', 'Hesbrook', '2253513106', 'Caliangt', 68);"
420;Ede;Rudolfer;1852722529;Scott;61;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (420, 'Ede', 'Rudolfer', '1852722529', 'Scott', 61);"
421;Sandye;Benning;5136368042;Oriole;45;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (421, 'Sandye', 'Benning', '5136368042', 'Oriole', 45);"
422;Vachel;Arbuckle;9597434167;Gulseth;59;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (422, 'Vachel', 'Arbuckle', '9597434167', 'Gulseth', 59);"
423;Cathrin;Merrigan;3089190197;Hovde;55;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (423, 'Cathrin', 'Merrigan', '3089190197', 'Hovde', 55);"
424;Langston;Barreau;8887096605;Springview;52;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (424, 'Langston', 'Barreau', '8887096605', 'Springview', 52);"
425;Fabian;Thames;2911696618;Nevada;55;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (425, 'Fabian', 'Thames', '2911696618', 'Nevada', 55);"
426;Deanna;Scroyton;1513291616;Lyons;50;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (426, 'Deanna', 'Scroyton', '1513291616', 'Lyons', 50);"
427;Bendix;Spurier;8449753481;Sage;44;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (427, 'Bendix', 'Spurier', '8449753481', 'Sage', 44);"
428;Benny;Vieyra;4587986827;Vera;34;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (428, 'Benny', 'Vieyra', '4587986827', 'Vera', 34);"
429;Rowen;Ambrosio;9543438825;Charing Cross;18;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (429, 'Rowen', 'Ambrosio', '9543438825', 'Charing Cross', 18);"
430;Junina;Eglin;2669391908;Independence;66;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (430, 'Junina', 'Eglin', '2669391908', 'Independence', 66);"
431;Pattie;Schinetti;3726753364;Meadow Vale;66;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (431, 'Pattie', 'Schinetti', '3726753364', 'Meadow Vale', 66);"
432;Fergus;McCarlich;9389997509;Shelley;35;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (432, 'Fergus', 'McCarlich', '9389997509', 'Shelley', 35);"
433;Jemima;Downer;4496289214;Crest Line;21;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (433, 'Jemima', 'Downer', '4496289214', 'Crest Line', 21);"
434;Skippy;Wickey;4257921851;Stephen;69;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (434, 'Skippy', 'Wickey', '4257921851', 'Stephen', 69);"
435;Twyla;Slarke;1249347752;Meadow Ridge;48;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (435, 'Twyla', 'Slarke', '1249347752', 'Meadow Ridge', 48);"
436;Hilarius;Russilll;4664654339;Dottie;70;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (436, 'Hilarius', 'Russilll', '4664654339', 'Dottie', 70);"
437;Walsh;Boycott;9945798180;Cascade;30;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (437, 'Walsh', 'Boycott', '9945798180', 'Cascade', 30);"
438;Margaretha;Paynton;5705900108;Meadow Ridge;67;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (438, 'Margaretha', 'Paynton', '5705900108', 'Meadow Ridge', 67);"
439;Roosevelt;Immins;2402562485;Burrows;70;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (439, 'Roosevelt', 'Immins', '2402562485', 'Burrows', 70);"
440;Valida;Blackler;7755774303;Muir;65;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (440, 'Valida', 'Blackler', '7755774303', 'Muir', 65);"
441;Hailee;Maior;7578737107;Laurel;29;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (441, 'Hailee', 'Maior', '7578737107', 'Laurel', 29);"
442;Chico;Mawditt;8516550188;La Follette;49;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (442, 'Chico', 'Mawditt', '8516550188', 'La Follette', 49);"
443;Dominick;Toner;5107444890;Killdeer;63;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (443, 'Dominick', 'Toner', '5107444890', 'Killdeer', 63);"
444;Matthew;Brailsford;6079431143;Melby;38;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (444, 'Matthew', 'Brailsford', '6079431143', 'Melby', 38);"
445;Thomasa;Scammell;1011348866;Rieder;35;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (445, 'Thomasa', 'Scammell', '1011348866', 'Rieder', 35);"
446;Fallon;Bartoszinski;8022858708;Union;69;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (446, 'Fallon', 'Bartoszinski', '8022858708', 'Union', 69);"
447;Avram;Crilley;1963635937;Kenwood;23;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (447, 'Avram', 'Crilley', '1963635937', 'Kenwood', 23);"
448;Darby;Joscelyn;7514654553;Kenwood;63;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (448, 'Darby', 'Joscelyn', '7514654553', 'Kenwood', 63);"
449;Samuele;Feely;3412539499;Hooker;51;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (449, 'Samuele', 'Feely', '3412539499', 'Hooker', 51);"
450;Margarette;Fairrie;7724854830;Lakewood Gardens;64;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (450, 'Margarette', 'Fairrie', '7724854830', 'Lakewood Gardens', 64);"
451;Bianca;McFater;8206286818;Esker;60;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (451, 'Bianca', 'McFater', '8206286818', 'Esker', 60);"
452;Mordecai;MacCrossan;4474203372;Bowman;48;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (452, 'Mordecai', 'MacCrossan', '4474203372', 'Bowman', 48);"
453;Nilson;Robbeke;5334867705;Cottonwood;44;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (453, 'Nilson', 'Robbeke', '5334867705', 'Cottonwood', 44);"
454;Donavon;Pagett;7235920469;Florence;51;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (454, 'Donavon', 'Pagett', '7235920469', 'Florence', 51);"
455;Carr;Blench;7002598199;Park Meadow;20;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (455, 'Carr', 'Blench', '7002598199', 'Park Meadow', 20);"
456;Martica;Gallymore;9206445893;Ridgeway;54;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (456, 'Martica', 'Gallymore', '9206445893', 'Ridgeway', 54);"
457;Milissent;Gingle;7917326228;Sauthoff;24;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (457, 'Milissent', 'Gingle', '7917326228', 'Sauthoff', 24);"
458;Shelley;Ungaretti;1089711778;Summer Ridge;18;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (458, 'Shelley', 'Ungaretti', '1089711778', 'Summer Ridge', 18);"
459;Claus;Mulvin;7777249647;Havey;67;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (459, 'Claus', 'Mulvin', '7777249647', 'Havey', 67);"
460;Susannah;Lynnett;7308007635;1st;31;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (460, 'Susannah', 'Lynnett', '7308007635', '1st', 31);"
461;Terry;Byfield;8852450866;Meadow Vale;58;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (461, 'Terry', 'Byfield', '8852450866', 'Meadow Vale', 58);"
462;Bill;Semble;2748570132;Parkside;31;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (462, 'Bill', 'Semble', '2748570132', 'Parkside', 31);"
463;Linzy;McMakin;6778723732;Kim;62;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (463, 'Linzy', 'McMakin', '6778723732', 'Kim', 62);"
464;Meaghan;Chattington;9411013745;Havey;64;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (464, 'Meaghan', 'Chattington', '9411013745', 'Havey', 64);"
465;Denney;Bontoft;2571585579;Main;56;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (465, 'Denney', 'Bontoft', '2571585579', 'Main', 56);"
466;Lynsey;Hurche;9524115316;Marquette;57;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (466, 'Lynsey', 'Hurche', '9524115316', 'Marquette', 57);"
467;Caryl;Filisov;9003857120;Ruskin;28;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (467, 'Caryl', 'Filisov', '9003857120', 'Ruskin', 28);"
468;Brice;Norvell;4027107777;Artisan;49;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (468, 'Brice', 'Norvell', '4027107777', 'Artisan', 49);"
469;Shelbi;Goodsall;4248565622;Waywood;48;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (469, 'Shelbi', 'Goodsall', '4248565622', 'Waywood', 48);"
470;Kirby;Cruikshanks;5139644959;Mayer;24;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (470, 'Kirby', 'Cruikshanks', '5139644959', 'Mayer', 24);"
471;Orson;Harrow;9934757596;Meadow Valley;37;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (471, 'Orson', 'Harrow', '9934757596', 'Meadow Valley', 37);"
472;Peder;Scrogges;8283908123;Coleman;60;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (472, 'Peder', 'Scrogges', '8283908123', 'Coleman', 60);"
473;Lian;Haucke;1812275526;Hansons;64;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (473, 'Lian', 'Haucke', '1812275526', 'Hansons', 64);"
474;Frankie;Ollerhead;6062256059;Hansons;56;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (474, 'Frankie', 'Ollerhead', '6062256059', 'Hansons', 56);"
475;Delia;Snipe;7599863618;Derek;58;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (475, 'Delia', 'Snipe', '7599863618', 'Derek', 58);"
476;Rustin;Bugs;5363503300;Boyd;24;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (476, 'Rustin', 'Bugs', '5363503300', 'Boyd', 24);"
477;Phaidra;Grigoriscu;7236732763;Summer Ridge;68;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (477, 'Phaidra', 'Grigoriscu', '7236732763', 'Summer Ridge', 68);"
478;Randee;Caldwall;4636903772;Russell;24;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (478, 'Randee', 'Caldwall', '4636903772', 'Russell', 24);"
479;Greer;Vigours;7698049707;Coolidge;21;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (479, 'Greer', 'Vigours', '7698049707', 'Coolidge', 21);"
480;Justina;Hedney;9461761668;Donald;38;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (480, 'Justina', 'Hedney', '9461761668', 'Donald', 38);"
481;Cory;Titchen;9214396814;Quincy;56;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (481, 'Cory', 'Titchen', '9214396814', 'Quincy', 56);"
482;Raynell;Bruins;7557698039;Huxley;44;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (482, 'Raynell', 'Bruins', '7557698039', 'Huxley', 44);"
483;Horace;Castel;3418157029;Fisk;43;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (483, 'Horace', 'Castel', '3418157029', 'Fisk', 43);"
484;Conn;Gounod;5983161712;Meadow Vale;42;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (484, 'Conn', 'Gounod', '5983161712', 'Meadow Vale', 42);"
485;Shaun;Bounds;3527032845;Buena Vista;36;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (485, 'Shaun', 'Bounds', '3527032845', 'Buena Vista', 36);"
486;Doro;Foan;6821109053;Kennedy;21;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (486, 'Doro', 'Foan', '6821109053', 'Kennedy', 21);"
487;Ozzy;Hafford;9198254740;Mockingbird;43;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (487, 'Ozzy', 'Hafford', '9198254740', 'Mockingbird', 43);"
488;Tiffanie;Abels;2691223874;South;66;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (488, 'Tiffanie', 'Abels', '2691223874', 'South', 66);"
489;Lynnette;Bordes;8464376426;Old Shore;50;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (489, 'Lynnette', 'Bordes', '8464376426', 'Old Shore', 50);"
490;Gui;Luckings;9461560566;Sloan;61;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (490, 'Gui', 'Luckings', '9461560566', 'Sloan', 61);"
491;Basia;Sones;4445297236;Eliot;33;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (491, 'Basia', 'Sones', '4445297236', 'Eliot', 33);"
492;Gwyneth;Peach;4487922708;Pearson;23;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (492, 'Gwyneth', 'Peach', '4487922708', 'Pearson', 23);"
493;Glynnis;Jeayes;5828158828;Prairieview;53;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (493, 'Glynnis', 'Jeayes', '5828158828', 'Prairieview', 53);"
